Time(ms),Voltage(mV),Current(nA),Energy(uJ)
379,3300,2.1939e+006,4113.43
379.5,3300,2.1939e+006,4116.79
380,3300,2.1939e+006,4120.57
380.5,3300,2.1939e+006,4124.35
381,3300,2.1939e+006,4127.7
381.5,3300,2.1939e+006,4131.48
382,3300,2.1939e+006,4134.84
382.5,3300,2.1939e+006,4138.61
383,3300,2.1939e+006,4142.39
383.5,3300,2.1939e+006,4145.75
384,3300,2.1939e+006,4149.53
384.5,3300,2.1939e+006,4152.88
385,3300,2.1939e+006,4156.66
385.5,3300,2.1939e+006,4160.44
386,3300,2.1939e+006,4163.8
386.5,3300,2.1939e+006,4167.57
387,3300,2.162e+006,4170.93
387.5,3300,2.162e+006,4174.71
388,3300,2.162e+006,4178.49
388.5,3300,2.162e+006,4181.84
389,3300,2.162e+006,4186.46
389.5,3300,2.162e+006,4194.45
390,3300,3.098e+006,4201.6
390.5,3300,3.098e+006,4208.33
391,3300,3.098e+006,4215.47
391.5,3300,3.098e+006,4222.62
392,3300,4.268e+006,4229.77
392.5,3300,4.268e+006,4236.92
393,3300,4.268e+006,4244.91
393.5,3300,4.268e+006,4252.47
394,3300,4.4595e+006,4259.2
394.5,3300,4.4595e+006,4266.35
395,3300,4.4595e+006,4273.5
395.5,3300,4.4595e+006,4280.64
396,3300,4.3318e+006,4287.79
396.5,3300,4.3318e+006,4295.78
397,3300,4.3318e+006,4302.93
397.5,3300,4.3318e+006,4309.65
398,3300,4.3956e+006,4316.8
398.5,3300,4.3956e+006,4323.95
399,3300,4.3956e+006,4332.36
399.5,3300,4.3956e+006,4339.51
400,3300,4.5233e+006,4346.66
400.5,3300,4.5233e+006,4353.8
401,3300,4.5233e+006,4360.95
401.5,3300,4.5233e+006,4368.1
402,3300,4.4595e+006,4376.09
402.5,3300,4.4595e+006,4383.66
403,3300,4.4595e+006,4391.23
403.5,3300,4.4595e+006,4398.79
404,3300,4.5871e+006,4406.36
404.5,3300,4.5871e+006,4410.56
405,3300,4.5871e+006,4414.76
405.5,3300,4.5871e+006,4418.96
406,3300,4.5871e+006,4423.16
406.5,3300,4.5871e+006,4427.36
407,3300,4.5871e+006,4431.56
407.5,3300,2.5449e+006,4435.76
408,3300,2.5449e+006,4439.96
408.5,3300,2.5449e+006,4444.15
409,3300,2.5449e+006,4448.35
409.5,3300,2.5449e+006,4452.55
410,3300,2.5449e+006,4457.17
410.5,3300,2.6725e+006,4462.21
411,3300,2.6725e+006,4466.83
411.5,3300,2.6725e+006,4471.45
412,3300,2.6725e+006,4476.5
412.5,3300,2.6725e+006,4481.12
413,3300,2.6725e+006,4486.16
413.5,3300,2.8852e+006,4490.78
414,3300,2.8852e+006,4495.4
414.5,3300,2.8852e+006,4499.6
415,3300,2.8852e+006,4503.8
415.5,3300,2.8852e+006,4508
416,3300,2.8852e+006,4512.19
416.5,3300,2.5874e+006,4516.39
417,3300,2.5874e+006,4519.75
417.5,3300,2.5874e+006,4523.53
418,3300,2.5874e+006,4526.88
418.5,3300,2.5874e+006,4530.66
419,3300,2.5874e+006,4534.44
419.5,3300,2.5874e+006,4537.8
420,3300,2.399e+006,4544.1
420.5,3300,2.399e+006,4552.09
421,3300,2.399e+006,4559.66
421.5,3300,2.399e+006,4566.81
422,3300,4.5233e+006,4573.96
422.5,3300,4.5233e+006,4581.1
423,3300,4.5233e+006,4588.25
423.5,3300,4.5233e+006,4595.4
424,3300,4.3318e+006,4602.55
424.5,3300,4.3318e+006,4609.27
425,3300,4.3318e+006,4616.42
425.5,3300,4.3318e+006,4623.57
426,3300,4.268e+006,4630.71
426.5,3300,4.268e+006,4637.86
427,3300,4.268e+006,4645.01
427.5,3300,4.268e+006,4651.74
428,3300,4.268e+006,4658.88
428.5,3300,4.268e+006,4666.03
429,3300,4.268e+006,4673.18
429.5,3300,4.268e+006,4679.9
430,3300,4.268e+006,4683.68
430.5,3300,3.4128e+006,4687.04
431,3300,3.4128e+006,4690.82
431.5,3300,3.4128e+006,4694.59
432,3300,3.4128e+006,4697.95
432.5,3300,3.4128e+006,4701.73
433,3300,3.4128e+006,4706.35
433.5,3300,3.3107e+006,4719.81
434,3300,3.3107e+006,4741.28
434.5,3300,1.30112e+007,4762.75
435,3300,1.30112e+007,4774.53
435.5,3300,1.30112e+007,4786.31
436,3300,7.1399e+006,4798.09
436.5,3300,7.1399e+006,4809.45
437,3300,7.1399e+006,4821.23
437.5,3300,6.9697e+006,4832.59
438,3300,6.9697e+006,4844.37
438.5,3300,6.9697e+006,4856.16
439,3300,7.0548e+006,4867.51
439.5,3300,7.0548e+006,4879.3
440,3300,7.0548e+006,4891.08
440.5,3300,7.0548e+006,4902.44
441,3300,7.0548e+006,4914.22
441.5,3300,7.0548e+006,4924.31
442,3300,5.1827e+006,4928.09
442.5,3300,5.1827e+006,4931.87
443,3300,5.1827e+006,4935.22
443.5,3300,5.1827e+006,4939
444,3300,5.1827e+006,4942.36
444.5,3300,5.1827e+006,4946.14
445,3300,5.1827e+006,4949.91
445.5,3300,2.2167e+006,4953.69
446,3300,2.2167e+006,4957.05
446.5,3300,2.2167e+006,4960.83
447,3300,2.2167e+006,4964.6
447.5,3300,2.2167e+006,4967.96
448,3300,2.2167e+006,4971.74
448.5,3300,2.2167e+006,4975.1
449,3300,2.2167e+006,4978.87
449.5,3300,2.1939e+006,4982.65
450,3300,2.1939e+006,4986.01
450.5,3300,2.1939e+006,4989.79
451,3300,2.1939e+006,4993.14
451.5,3300,2.1939e+006,4996.92
452,3300,2.1939e+006,5000.7
452.5,3300,2.1939e+006,5004.06
453,3300,2.1939e+006,5007.83
453.5,3300,2.162e+006,5011.19
454,3300,2.162e+006,5014.97
454.5,3300,2.162e+006,5018.75
455,3300,2.162e+006,5022.1
455.5,3300,2.162e+006,5025.88
456,3300,2.162e+006,5029.66
456.5,3300,2.162e+006,5033.01
457,3300,2.2167e+006,5036.79
457.5,3300,2.2167e+006,5040.15
458,3300,2.2167e+006,5043.93
458.5,3300,2.2167e+006,5047.7
459,3300,2.2167e+006,5051.06
459.5,3300,2.2167e+006,5054.84
460,3300,2.2167e+006,5058.2
460.5,3300,2.2167e+006,5061.97
461,3300,2.1939e+006,5065.75
461.5,3300,2.1939e+006,5069.53
462,3300,2.1939e+006,5072.89
462.5,3300,2.1939e+006,5076.66
463,3300,2.1939e+006,5080.44
463.5,3300,2.1939e+006,5083.8
464,3300,2.1939e+006,5087.58
464.5,3300,2.1939e+006,5090.93
465,3300,2.1939e+006,5094.71
465.5,3300,2.1939e+006,5098.49
466,3300,2.1939e+006,5101.84
466.5,3300,2.1939e+006,5105.62
467,3300,2.1939e+006,5109.4
467.5,3300,2.1939e+006,5112.76
468,3300,2.1939e+006,5116.53
468.5,3300,2.1939e+006,5119.89
469,3300,2.1939e+006,5123.67
469.5,3300,2.1939e+006,5127.45
470,3300,2.1939e+006,5130.8
470.5,3300,2.1939e+006,5134.58
471,3300,2.1939e+006,5137.94
471.5,3300,2.1939e+006,5141.72
472,3300,2.1939e+006,5145.49
472.5,3300,2.1939e+006,5148.85
473,3300,2.1939e+006,5152.63
473.5,3300,2.1939e+006,5155.98
474,3300,2.1939e+006,5159.76
474.5,3300,2.1939e+006,5163.54
475,3300,2.1939e+006,5166.9
475.5,3300,2.1939e+006,5170.67
476,3300,2.1939e+006,5174.03
476.5,3300,2.1939e+006,5177.81
477,3300,2.1939e+006,5181.59
477.5,3300,2.1939e+006,5185.36
478,3300,2.1939e+006,5188.72
478.5,3300,2.1939e+006,5192.5
479,3300,2.1939e+006,5196.28
479.5,3300,2.1939e+006,5199.63
480,3300,2.1939e+006,5203.41
480.5,3300,2.2531e+006,5207.61
481,3300,2.2531e+006,5211.39
481.5,3300,2.2531e+006,5215.59
482,3300,2.2531e+006,5219.79
482.5,3300,2.2531e+006,5223.99
483,3300,2.2531e+006,5228.18
483.5,3300,2.2531e+006,5232.38
484,3300,2.5084e+006,5236.58
484.5,3300,2.5084e+006,5240.78
485,3300,2.5084e+006,5244.98
485.5,3300,2.5084e+006,5249.18
486,3300,2.5084e+006,5253.38
486.5,3300,2.5084e+006,5257.58
487,3300,2.5084e+006,5261.78
487.5,3300,2.5449e+006,5265.98
488,3300,2.5449e+006,5270.17
488.5,3300,2.5449e+006,5274.37
489,3300,2.5449e+006,5278.99
489.5,3300,2.5449e+006,5283.61
490,3300,2.5449e+006,5288.66
490.5,3300,2.7576e+006,5293.28
491,3300,2.7576e+006,5297.9
491.5,3300,2.7576e+006,5302.94
492,3300,2.7576e+006,5307.56
492.5,3300,2.7576e+006,5315.55
493,3300,3.7702e+006,5324.38
493.5,3300,3.7702e+006,5331.95
494,3300,3.7702e+006,5339.52
494.5,3300,3.7702e+006,5347.09
495,3300,4.5871e+006,5354.65
495.5,3300,4.5871e+006,5362.64
496,3300,4.5871e+006,5370.21
496.5,3300,4.5871e+006,5377.36
497,3300,4.5233e+006,5384.51
497.5,3300,4.5233e+006,5391.66
498,3300,4.5233e+006,5398.8
498.5,3300,4.5233e+006,5405.95
499,3300,4.3318e+006,5413.1
499.5,3300,4.3318e+006,5421.09
500,3300,4.3318e+006,5428.24
500.5,3300,4.3318e+006,5434.96
501,3300,4.3956e+006,5442.11
501.5,3300,4.3956e+006,5449.26
502,3300,4.3956e+006,5457.67
502.5,3300,4.3956e+006,5464.82
503,3300,4.4595e+006,5471.54
503.5,3300,4.4595e+006,5478.69
504,3300,4.4595e+006,5485.84
504.5,3300,4.4595e+006,5492.98
505,3300,4.3318e+006,5500.13
505.5,3300,4.3318e+006,5507.28
506,3300,4.3318e+006,5514.01
506.5,3300,4.3318e+006,5521.15
507,3300,4.2042e+006,5527.88
507.5,3300,4.2042e+006,5531.66
508,3300,4.2042e+006,5535.01
508.5,3300,4.2042e+006,5538.79
509,3300,4.2042e+006,5542.15
509.5,3300,4.2042e+006,5545.93
510,3300,4.2042e+006,5549.7
510.5,3300,4.2042e+006,5553.06
511,3300,2.1939e+006,5556.84
511.5,3300,2.1939e+006,5560.19
512,3300,2.1939e+006,5563.97
512.5,3300,2.1939e+006,5567.75
513,3300,2.1939e+006,5571.53
513.5,3300,2.1939e+006,5576.57
514,3300,3.9489e+006,5595.93
514.5,3300,3.9489e+006,5617.82
515,3300,1.21178e+007,5635.92
515.5,3300,1.21178e+007,5647.28
516,3300,1.21178e+007,5658.64
516.5,3300,6.9697e+006,5670.42
517,3300,6.9697e+006,5682.2
517.5,3300,6.9697e+006,5693.56
518,3300,7.0548e+006,5705.34
518.5,3300,7.0548e+006,5716.7
519,3300,7.0548e+006,5728.48
519.5,3300,7.0548e+006,5740.26
520,3300,7.0548e+006,5751.62
520.5,3300,7.0548e+006,5763.4
521,3300,7.0548e+006,5775.18
521.5,3300,7.0548e+006,5786.12
522,3300,7.0548e+006,5794.11
522.5,3300,7.0548e+006,5797.47
523,3300,3.9489e+006,5801.25
523.5,3300,3.9489e+006,5805.02
524,3300,3.9489e+006,5808.38
524.5,3300,3.9489e+006,5812.16
525,3300,3.9489e+006,5815.94
525.5,3300,3.9489e+006,5819.29
526,3300,3.9489e+006,5823.07
526.5,3300,3.9489e+006,5826.43
527,3300,2.1939e+006,5830.21
527.5,3300,2.1939e+006,5833.98
528,3300,2.1939e+006,5837.34
528.5,3300,2.1939e+006,5841.12
529,3300,2.1939e+006,5844.47
529.5,3300,2.1939e+006,5848.25
530,3300,2.1939e+006,5852.03
530.5,3300,2.1939e+006,5855.39
531,3300,2.1939e+006,5859.16
531.5,3300,2.1939e+006,5862.94
532,3300,2.1939e+006,5866.3
532.5,3300,2.1939e+006,5870.08
533,3300,2.1939e+006,5873.43
533.5,3300,2.1939e+006,5877.21
534,3300,2.1939e+006,5880.99
534.5,3300,2.1939e+006,5884.35
535,3300,2.1939e+006,5888.12
535.5,3300,2.1939e+006,5891.48
536,3300,2.1939e+006,5895.26
536.5,3300,2.1939e+006,5899.04
537,3300,2.1939e+006,5902.39
537.5,3300,2.1939e+006,5906.17
538,3300,2.1939e+006,5909.53
538.5,3300,2.1939e+006,5913.31
539,3300,2.1939e+006,5917.08
539.5,3300,2.1939e+006,5920.86
540,3300,2.1939e+006,5924.22
540.5,3300,2.1939e+006,5928
541,3300,2.1939e+006,5931.35
541.5,3300,2.1939e+006,5935.13
542,3300,2.1939e+006,5938.49
542.5,3300,2.1939e+006,5942.26
543,3300,2.1939e+006,5946.04
543.5,3300,2.1939e+006,5949.4
544,3300,2.1939e+006,5953.18
544.5,3300,2.1939e+006,5956.95
545,3300,2.1939e+006,5960.31
545.5,3300,2.1939e+006,5964.09
546,3300,2.1939e+006,5967.45
546.5,3300,2.1939e+006,5971.22
547,3300,2.1939e+006,5975
547.5,3300,2.1939e+006,5978.36
548,3300,2.1939e+006,5982.14
548.5,3300,2.1939e+006,5985.49
549,3300,2.1939e+006,5989.27
549.5,3300,2.1939e+006,5993.05
550,3300,2.1939e+006,5996.4
550.5,3300,2.1939e+006,6000.18
551,3300,2.162e+006,6003.54
551.5,3300,2.162e+006,6007.32
552,3300,2.162e+006,6011.09
552.5,3300,2.162e+006,6014.45
553,3300,2.162e+006,6018.23
553.5,3300,2.162e+006,6022.01
554,3300,2.162e+006,6025.36
554.5,3300,2.2167e+006,6029.14
555,3300,2.2167e+006,6032.92
555.5,3300,2.2167e+006,6036.28
556,3300,2.2167e+006,6040.05
556.5,3300,2.2167e+006,6043.83
557,3300,2.2167e+006,6047.19
557.5,3300,2.2167e+006,6050.97
558,3300,2.2167e+006,6054.32
558.5,3300,2.1939e+006,6058.1
559,3300,2.1939e+006,6061.88
559.5,3300,2.1939e+006,6065.66
560,3300,2.1939e+006,6069.85
560.5,3300,2.1939e+006,6074.05
561,3300,2.1939e+006,6078.25
561.5,3300,2.1939e+006,6082.45
562,3300,2.4719e+006,6086.65
562.5,3300,2.4719e+006,6090.85
563,3300,2.4719e+006,6095.05
563.5,3300,2.4719e+006,6099.25
564,3300,2.4719e+006,6103.45
564.5,3300,2.4719e+006,6107.65
565,3300,2.4719e+006,6111.85
565.5,3300,2.5449e+006,6116.04
566,3300,2.5449e+006,6119.82
566.5,3300,2.5449e+006,6124.02
567,3300,2.5449e+006,6128.22
567.5,3300,2.5449e+006,6132.42
568,3300,2.5449e+006,6137.04
568.5,3300,2.5874e+006,6141.66
569,3300,2.5874e+006,6146.7
569.5,3300,2.5874e+006,6151.32
570,3300,2.5874e+006,6156.36
570.5,3300,2.5874e+006,6160.98
571,3300,2.5874e+006,6166.02
571.5,3300,2.9278e+006,6170.64
572,3300,2.9278e+006,6175.26
572.5,3300,2.9278e+006,6179.89
573,3300,2.9278e+006,6184.08
573.5,3300,2.9278e+006,6188.28
574,3300,2.9278e+006,6192.48
574.5,3300,2.63e+006,6196.68
575,3300,2.63e+006,6200.46
575.5,3300,2.63e+006,6203.82
576,3300,2.63e+006,6207.59
576.5,3300,2.63e+006,6211.37
577,3300,2.63e+006,6214.73
577.5,3300,2.63e+006,6218.51
578,3300,2.63e+006,6221.86
578.5,3300,2.1939e+006,6225.64
579,3300,2.1939e+006,6229.42
579.5,3300,2.1939e+006,6232.77
580,3300,2.1939e+006,6236.55
580.5,3300,2.1939e+006,6239.91
581,3300,2.1939e+006,6243.69
581.5,3300,2.1939e+006,6247.46
582,3300,2.1939e+006,6250.82
582.5,3300,2.1939e+006,6254.6
583,3300,2.1939e+006,6257.96
583.5,3300,2.1939e+006,6261.73
584,3300,2.1939e+006,6265.51
584.5,3300,2.1939e+006,6268.87
585,3300,2.1939e+006,6272.65
585.5,3300,2.1939e+006,6278.11
586,3300,2.7272e+006,6286.1
586.5,3300,2.7272e+006,6292.82
587,3300,2.7272e+006,6299.97
587.5,3300,2.7272e+006,6307.12
588,3300,4.268e+006,6314.27
588.5,3300,4.268e+006,6321.41
589,3300,4.268e+006,6329.4
589.5,3300,4.268e+006,6336.97
590,3300,4.5233e+006,6344.12
590.5,3300,4.5233e+006,6350.85
591,3300,4.5233e+006,6357.99
591.5,3300,4.5233e+006,6365.14
592,3300,4.268e+006,6372.29
592.5,3300,4.268e+006,6380.28
593,3300,4.268e+006,6387.43
593.5,3300,4.268e+006,6395.42
594,3300,5.3529e+006,6407.62
594.5,3300,5.3529e+006,6432.88
595,3300,1.5564e+007,6458.98
595.5,3300,1.5564e+007,6477.08
596,3300,1.00756e+007,6492.23
596.5,3300,1.00756e+007,6507.38
597,3300,9.0544e+006,6522.11
597.5,3300,9.0544e+006,6538.1
598,3300,9.1821e+006,6552.41
598.5,3300,9.1821e+006,6567.98
599,3300,9.1821e+006,6582.71
599.5,3300,9.1821e+006,6598.28
600,3300,9.3097e+006,6613.43
600.5,3300,9.3097e+006,6625.63
601,3300,9.3097e+006,6637.42
601.5,3300,7.1399e+006,6648.78
602,3300,7.1399e+006,6659.29
602.5,3300,7.1399e+006,6664.76
603,3300,7.1399e+006,6668.53
603.5,3300,7.1399e+006,6671.89
604,3300,3.2596e+006,6675.67
604.5,3300,3.2596e+006,6679.02
605,3300,3.2596e+006,6682.8
605.5,3300,3.2596e+006,6686.58
606,3300,3.2596e+006,6689.94
606.5,3300,3.2596e+006,6693.71
607,3300,3.2596e+006,6697.49
607.5,3300,3.2596e+006,6700.85
608,3300,2.1939e+006,6704.63
608.5,3300,2.1939e+006,6707.98
609,3300,2.1939e+006,6711.76
609.5,3300,2.1939e+006,6715.54
610,3300,2.1939e+006,6718.9
610.5,3300,2.1939e+006,6722.67
611,3300,2.1939e+006,6726.45
611.5,3300,2.1939e+006,6729.81
612,3300,2.1939e+006,6733.59
612.5,3300,2.1939e+006,6736.94
613,3300,2.1939e+006,6740.72
613.5,3300,2.1939e+006,6744.5
614,3300,2.1939e+006,6747.85
614.5,3300,2.1939e+006,6751.63
615,3300,2.1939e+006,6754.99
615.5,3300,2.1939e+006,6758.77
616,3300,2.1939e+006,6762.54
616.5,3300,2.1939e+006,6766.32
617,3300,2.1939e+006,6769.68
617.5,3300,2.1939e+006,6773.46
618,3300,2.1939e+006,6777.23
618.5,3300,2.1939e+006,6780.59
619,3300,2.1939e+006,6784.37
619.5,3300,2.1939e+006,6787.73
620,3300,2.1939e+006,6791.5
620.5,3300,2.1939e+006,6795.28
621,3300,2.1939e+006,6798.64
621.5,3300,2.1939e+006,6802.42
622,3300,2.1939e+006,6806.19
622.5,3300,2.1939e+006,6809.55
623,3300,2.1939e+006,6813.33
623.5,3300,2.2167e+006,6817.11
624,3300,2.2167e+006,6820.46
624.5,3300,2.2167e+006,6824.24
625,3300,2.2167e+006,6828.02
625.5,3300,2.2167e+006,6831.37
626,3300,2.2167e+006,6835.15
626.5,3300,2.2167e+006,6838.51
627,3300,2.2167e+006,6842.29
627.5,3300,2.1939e+006,6846.06
628,3300,2.1939e+006,6849.42
628.5,3300,2.1939e+006,6853.2
629,3300,2.1939e+006,6856.98
629.5,3300,2.1939e+006,6860.33
630,3300,2.1939e+006,6864.11
630.5,3300,2.1939e+006,6867.47
631,3300,2.1939e+006,6871.25
631.5,3300,2.1939e+006,6875.02
632,3300,2.1939e+006,6878.8
632.5,3300,2.1939e+006,6882.16
633,3300,2.1939e+006,6885.94
633.5,3300,2.1939e+006,6889.71
634,3300,2.1939e+006,6893.07
634.5,3300,2.1939e+006,6896.85
635,3300,2.1939e+006,6900.2
635.5,3300,2.1939e+006,6903.98
636,3300,2.1939e+006,6907.76
636.5,3300,2.1939e+006,6911.12
637,3300,2.1939e+006,6914.89
637.5,3300,2.1939e+006,6918.25
638,3300,2.1939e+006,6922.03
638.5,3300,2.1939e+006,6926.23
639,3300,2.2531e+006,6930.01
639.5,3300,2.2531e+006,6934.21
640,3300,2.2531e+006,6938.4
640.5,3300,2.2531e+006,6942.6
641,3300,2.2531e+006,6946.8
641.5,3300,2.2531e+006,6951
642,3300,2.2531e+006,6955.2
642.5,3300,2.5449e+006,6959.4
643,3300,2.5449e+006,6963.6
643.5,3300,2.5449e+006,6967.8
644,3300,2.5449e+006,6972
644.5,3300,2.5449e+006,6976.2
645,3300,2.5449e+006,6980.39
645.5,3300,2.5449e+006,6984.59
646,3300,2.5449e+006,6988.79
646.5,3300,2.5449e+006,6992.99
647,3300,2.5449e+006,6997.19
647.5,3300,2.5449e+006,7002.23
648,3300,2.5449e+006,7006.85
648.5,3300,2.5449e+006,7011.89
649,3300,2.8001e+006,7016.51
649.5,3300,2.8001e+006,7021.13
650,3300,2.8001e+006,7026.18
650.5,3300,2.8001e+006,7030.8
651,3300,2.8001e+006,7035.84
651.5,3300,2.8001e+006,7040.04
652,3300,2.8001e+006,7044.24
652.5,3300,2.8001e+006,7048.43
653,3300,2.8001e+006,7052.63
653.5,3300,2.8001e+006,7056.83
654,3300,2.8001e+006,7061.03
654.5,3300,2.8001e+006,7064.39
655,3300,2.8001e+006,7068.17
655.5,3300,2.3625e+006,7071.52
656,3300,2.3625e+006,7075.3
656.5,3300,2.3625e+006,7079.08
657,3300,2.3625e+006,7082.43
657.5,3300,2.3625e+006,7086.21
658,3300,2.3625e+006,7089.99
658.5,3300,2.3625e+006,7093.35
659,3300,2.2167e+006,7097.12
659.5,3300,2.2167e+006,7100.48
660,3300,2.2167e+006,7104.26
660.5,3300,2.2167e+006,7108.04
661,3300,2.2167e+006,7111.39
661.5,3300,2.2167e+006,7115.17
662,3300,2.2167e+006,7118.53
662.5,3300,2.2167e+006,7122.31
663,3300,2.3215e+006,7127.77
663.5,3300,2.3215e+006,7135.76
664,3300,2.3215e+006,7143.75
664.5,3300,2.3215e+006,7150.9
665,3300,4.5871e+006,7158.04
665.5,3300,4.5871e+006,7165.19
666,3300,4.5871e+006,7171.92
666.5,3300,4.5871e+006,7179.06
667,3300,4.268e+006,7186.21
667.5,3300,4.268e+006,7193.36
668,3300,4.268e+006,7200.51
668.5,3300,4.268e+006,7207.65
669,3300,4.3318e+006,7214.8
669.5,3300,4.3318e+006,7221.53
670,3300,4.3318e+006,7228.68
670.5,3300,4.3318e+006,7235.82
671,3300,4.268e+006,7242.97
671.5,3300,4.268e+006,7250.12
672,3300,4.268e+006,7256.84
672.5,3300,4.268e+006,7263.99
673,3300,4.268e+006,7268.19
673.5,3300,3.4639e+006,7271.55
674,3300,3.4639e+006,7276.59
674.5,3300,3.4639e+006,7291.74
675,3300,8.4163e+006,7313.21
675.5,3300,8.4163e+006,7333.83
676,3300,9.8203e+006,7345.62
676.5,3300,9.8203e+006,7356.97
677,3300,9.8203e+006,7368.76
677.5,3300,7.0548e+006,7380.54
678,3300,7.0548e+006,7391.9
678.5,3300,7.0548e+006,7403.68
679,3300,7.0548e+006,7415.46
679.5,3300,7.0548e+006,7426.82
680,3300,7.0548e+006,7438.6
680.5,3300,7.0548e+006,7450.38
681,3300,7.0548e+006,7461.74
681.5,3300,7.0548e+006,7473.52
682,3300,7.0548e+006,7485.3
682.5,3300,7.0548e+006,7494.55
683,3300,7.0548e+006,7498.33
683.5,3300,7.0548e+006,7501.69
684,3300,7.0548e+006,7505.47
684.5,3300,7.0548e+006,7509.24
685,3300,2.7576e+006,7512.6
685.5,3300,2.7576e+006,7516.38
686,3300,2.7576e+006,7519.73
686.5,3300,2.7576e+006,7523.51
687,3300,2.7576e+006,7527.29
687.5,3300,2.7576e+006,7530.65
688,3300,2.7576e+006,7534.42
688.5,3300,2.399e+006,7540.31
689,3300,2.399e+006,7548.3
689.5,3300,2.399e+006,7555.45
690,3300,2.399e+006,7562.17
690.5,3300,4.3956e+006,7569.32
691,3300,4.3956e+006,7576.47
691.5,3300,4.3956e+006,7583.61
692,3300,4.3956e+006,7591.6
692.5,3300,4.4595e+006,7598.75
693,3300,4.4595e+006,7605.9
693.5,3300,4.4595e+006,7613.05
694,3300,4.4595e+006,7620.19
694.5,3300,4.268e+006,7626.92
695,3300,4.268e+006,7634.49
695.5,3300,4.268e+006,7642.48
696,3300,4.268e+006,7649.63
696.5,3300,4.5233e+006,7656.77
697,3300,4.5233e+006,7663.92
697.5,3300,4.5233e+006,7671.07
698,3300,4.5233e+006,7679.06
698.5,3300,4.4595e+006,7686.21
699,3300,4.4595e+006,7693.35
699.5,3300,4.4595e+006,7700.5
700,3300,4.4595e+006,7707.23
700.5,3300,4.268e+006,7714.38
701,3300,4.268e+006,7721.52
701.5,3300,4.268e+006,7728.67
702,3300,4.268e+006,7735.82
702.5,3300,4.3318e+006,7742.97
703,3300,4.3318e+006,7749.69
703.5,3300,4.3318e+006,7753.47
704,3300,4.3318e+006,7757.25
704.5,3300,4.3318e+006,7760.6
705,3300,4.3318e+006,7764.38
705.5,3300,4.3318e+006,7767.74
706,3300,2.4719e+006,7771.52
706.5,3300,2.4719e+006,7775.29
707,3300,2.4719e+006,7778.65
707.5,3300,2.4719e+006,7782.43
708,3300,2.4719e+006,7786.21
708.5,3300,2.4719e+006,7789.56
709,3300,2.4719e+006,7793.34
709.5,3300,2.4719e+006,7796.7
710,3300,2.1939e+006,7800.48
710.5,3300,2.1939e+006,7804.25
711,3300,2.1939e+006,7807.61
711.5,3300,2.1939e+006,7811.39
712,3300,2.1939e+006,7815.17
712.5,3300,2.1939e+006,7818.52
713,3300,2.1939e+006,7822.3
713.5,3300,2.1939e+006,7825.66
714,3300,2.1939e+006,7829.43
714.5,3300,2.1939e+006,7833.21
715,3300,2.1939e+006,7836.57
715.5,3300,2.1939e+006,7840.35
716,3300,2.1939e+006,7844.12
716.5,3300,2.1939e+006,7847.48
717,3300,2.1939e+006,7851.26
717.5,3300,2.2167e+006,7855.04
718,3300,2.2167e+006,7859.24
718.5,3300,2.2167e+006,7863.43
719,3300,2.2167e+006,7867.63
719.5,3300,2.2167e+006,7871.83
720,3300,2.2167e+006,7876.03
720.5,3300,2.2167e+006,7880.23
721,3300,2.5449e+006,7884.43
721.5,3300,2.5449e+006,7888.63
722,3300,2.5449e+006,7892.83
722.5,3300,2.5449e+006,7897.03
723,3300,2.5449e+006,7901.23
723.5,3300,2.5449e+006,7905.42
724,3300,2.5449e+006,7909.62
724.5,3300,2.5449e+006,7913.82
725,3300,2.5449e+006,7918.02
725.5,3300,2.5449e+006,7921.8
726,3300,2.5449e+006,7926.42
726.5,3300,2.5449e+006,7931.04
727,3300,2.5449e+006,7935.66
727.5,3300,2.7151e+006,7940.7
728,3300,2.7151e+006,7945.32
728.5,3300,2.7151e+006,7949.94
729,3300,2.7151e+006,7954.98
729.5,3300,2.7151e+006,7959.6
730,3300,2.7151e+006,7964.65
730.5,3300,2.8852e+006,7969.27
731,3300,2.8852e+006,7973.46
731.5,3300,2.8852e+006,7977.66
732,3300,2.8852e+006,7981.86
732.5,3300,2.8852e+006,7985.64
733,3300,2.8852e+006,7989.84
733.5,3300,2.8852e+006,7993.62
734,3300,2.4355e+006,7997.4
734.5,3300,2.4355e+006,8001.17
735,3300,2.4355e+006,8004.53
735.5,3300,2.4355e+006,8008.31
736,3300,2.4355e+006,8011.66
736.5,3300,2.4355e+006,8015.44
737,3300,2.4355e+006,8019.22
737.5,3300,2.4355e+006,8022.58
738,3300,2.1939e+006,8026.35
